,all_stim,area,cell_specimen_id,donor_full_genotype,dsi_dg,experiment_container_id,failed_experiment_container,g_dsi_dg,g_osi_dg,g_osi_sg,image_sel_ns,imaging_depth,osi_dg,osi_sg,p_dg,p_ns,p_run_mod_dg,p_run_mod_ns,p_run_mod_sg,p_sg,peak_dff_dg,peak_dff_ns,peak_dff_sg,pref_dir_dg,pref_image_ns,pref_ori_sg,pref_phase_sg,pref_sf_sg,pref_tf_dg,reliability_dg,reliability_nm1_a,reliability_nm1_b,reliability_nm1_c,reliability_nm2,reliability_nm3,reliability_ns,reliability_sg,rf_area_off_lsn,rf_area_on_lsn,rf_center_off_x_lsn,rf_center_off_y_lsn,rf_center_on_x_lsn,rf_center_on_y_lsn,rf_chi2_lsn,rf_distance_lsn,rf_overlap_index_lsn,run_mod_dg,run_mod_ns,run_mod_sg,sfdi_sg,specimen_id,tfdi_dg,time_to_peak_ns,time_to_peak_sg,tld1_id,tld1_name,tld2_id,tld2_name,tlr1_id,tlr1_name
2144,True,VISpm,517424816,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),0.953475427902243,511510753,False,0.864168569055857,0.712137868706206,0.81009100337947,0.0484237288135595,175,1.15342719646206,1.03873230580877,2.0186801982219e-05,0.000167012996469102,0.182064747014829,0.595769596909521,0.318073852298769,1.12021378488097e-10,7.62362626592318,2.29257504314184,10.2447562541965,45.0,81.0,0.0,0.25,0.04,1.0,0.0528652169120872,0.00829574321220994,0.00119846625518527,0.0119063896376022,0.00403202412774032,0.0261718491563051,-0.00123565253085184,0.0974084463778665,33.0345148431836,,92.960599213178,25.4209419486888,,,0.999982960659586,,,1.02557607961516,-0.533548925894352,0.895386094106429,0.226182368373166,496001363,0.273054920788992,0.265999999999991,0.29924999999999,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2145,True,VISpm,517424828,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),,511510753,False,0.156786102922345,0.657356314817083,0.746068516855872,0.63871186440678,175,,0.899250092438298,0.354715439694861,5.33547604574201e-20,0.058660678649735,0.00399858107943378,0.0736563188648105,0.000862034238615101,2.85780076086521,10.772734259814,2.98533407207578,,29.0,120.0,0.0,0.02,,0.029642361223205,0.0481326048171388,0.00978207407084167,0.00716766365756146,0.0165738920384014,0.021330191864188,0.0337753353139619,0.0191863846330762,,,,,,,0.995706367783907,,,-1.17313259937269,0.984706219595859,0.967680701055502,0.255872420993127,496001363,0.254089504219931,0.265999999999991,0.166249999999994,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2166,True,VISpm,517425089,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),,511510753,False,1.0,1.0,0.214492528437943,0.721864406779661,175,,0.406647614783234,0.00145994053447336,4.17092213395556e-17,0.600265287899465,0.0354659860680458,0.0306556613742473,4.24928556314541e-38,0.552714900920788,11.9359238536656,10.6681382210251,90.0,18.0,60.0,0.5,0.02,1.0,0.021109771200082,0.000413350550271326,0.0311899220040315,0.0331967690788805,0.170336597904213,0.0140350104589815,0.0186411075685118,0.0594768279438557,49.9694900154604,,72.8344358376446,20.0764254532597,,,0.999697395072953,,,0.71288320631461,0.989126425649175,-0.842480061452621,0.316398480818088,496001363,0.21828966335131,0.29924999999999,0.199499999999993,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2167,True,VISpm,517425096,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),,511510753,False,,,0.431614914598045,0.243525423728814,175,,1.7147204859764,5.02351539109935e-09,0.0265656282833515,0.233518686131285,0.029024606216712,0.0538032559950783,0.000637056815950201,-0.59870156981051,8.48712446570396,6.03970920480788,0.0,37.0,0.0,0.0,0.32,4.0,0.0137367420216871,0.0176545914327865,0.0535829769337095,0.0455061683318574,0.0343183659205657,0.0229538435103915,0.00814088835880184,0.0315118314532511,,104.181015113973,,,100.005494728198,32.6184976558076,0.999914011566121,,,-8.94244376198654,1.04939886436344,0.966928029831473,0.239564966770748,496001363,0.243514407598499,0.365749999999988,0.29924999999999,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2171,True,VISpm,517425116,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),0.504024566596625,511510753,False,0.448298148212991,0.751959736530606,0.827508151448192,0.524423728813559,175,0.943441400953016,0.979291320928612,1.26244102243109e-22,8.11929805557316e-07,0.0249663818926672,0.251550476912621,0.441705313908565,4.72785123420504e-13,12.1940583944321,5.67501415856183,5.6009355976068,45.0,21.0,60.0,0.5,0.04,1.0,0.0664764042116763,0.0143337828323431,0.0015471246706241,0.0404116900779459,0.0094856746443093,0.0837892234126368,0.0226848978211314,0.00691247466671232,,,,,,,0.999999246613066,,,0.887392050389698,-0.756453911765294,-0.469684584561967,0.26925420475072,496001363,0.416543761878501,0.265999999999991,0.265999999999991,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2172,True,VISpm,517425124,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),,511510753,False,0.569070158618545,0.777119770418756,0.562400320552679,0.740271186440678,175,,0.80865594539673,0.313590914012207,2.68614855605718e-52,0.163746420801394,0.000817117397541188,0.81002335983863,0.00193321439809689,1.71762326409419,25.3129696717113,2.63423660230272,,67.0,30.0,0.0,0.02,,-0.00263003248040002,0.00750282627013386,0.00295227581992416,0.019491387491621,0.0279672977984116,0.0183057097698155,0.353216786255494,-0.000861660280479429,,,,,,,0.999867243340947,,,-1.56504503528205,-0.864002348877249,0.223447517933469,0.174973034185276,496001363,0.230067447461817,0.199499999999993,0.166249999999994,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2173,True,VISpm,517425137,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),0.0797616059745811,511510753,False,0.0756876966177708,0.979699528367676,0.977101571429675,0.745694915254237,175,0.998902074108355,1.12197955839694,3.07704576817382e-32,9.49587173465405e-102,0.0260856022518287,0.27484777175785,0.0824100613310301,5.50643081969111e-95,33.8816086133321,50.6612702482939,64.2783736189206,270.0,38.0,90.0,0.25,0.04,1.0,0.412678755691256,0.11228222651845,0.0205016501058076,0.178604568512279,0.0101379730951493,0.0311735451242734,0.481700942204634,0.562240333067507,168.768824047141,,102.975244603724,22.7077142419498,,,0.605112445098752,,,0.855428911929223,-0.337612670690144,-0.489041904637188,0.392304747731323,496001363,0.3688126959381,0.199499999999993,0.29924999999999,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2192,True,VISpm,517425401,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),,511510753,False,0.397313621196067,0.569149313890323,0.420286470498211,0.100745762711864,175,,,0.238501773733703,0.131448913960469,0.185219391149921,0.995357763321591,0.136271239352135,0.189881048761788,1.67442211508751,5.8944757437706,5.83352502911015,,,,,,,0.021574032017507,0.00775064325491416,6.72550444296504e-05,0.00519180913358226,-0.00645537799060791,0.0258232389221436,0.00451891781737172,-0.00646609599771291,,,,,,,0.999999993782876,,,-1.21391393203674,0.00517631382611161,-0.723635961996724,0.242871067244963,496001363,0.287094753923386,,,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2195,True,VISpm,517425411,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),,511510753,False,0.849308644393166,0.577543479962372,0.71778296796029,0.589813559322034,175,,0.967483579241435,0.214040480744597,2.27685795305772e-05,0.618394788982471,0.79073841832348,0.0792175074344555,1.67807872759243e-05,1.70952129215002,6.97249733678997,2.50458962546319,,99.0,90.0,0.75,0.04,,0.021283036283737,0.0115492487491585,0.0417126954660799,0.0271904944278373,0.0223632070771487,-0.000140653837223197,0.0659719585518217,0.00369207190054036,,,,,,,0.99999999992052,,,0.442879780015909,-0.209509787592135,-0.947871790943839,0.180489287263033,496001363,0.261242956279959,0.232749999999992,0.365749999999988,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2213,True,VISpm,517425598,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),0.354926311995052,511510753,False,0.406135523867639,0.33811939673792,0.354997041741925,0.246084745762712,175,0.521802863784062,0.55659912193626,6.55467827933453e-23,1.13257430199818e-09,0.00116356563600864,0.208780753484326,0.298187325352348,2.23607447381676e-07,10.7409215132395,1.42482852429152,1.02949561424553,0.0,76.0,120.0,0.5,0.02,2.0,0.15871125182201,0.172567185352506,0.292603431139168,0.0951755487091897,0.0152900930247154,0.0341002997603546,0.0305663622275869,0.00921954785738414,,,,,,,1.0,,,0.774949677502233,-0.835182058398337,0.416552244509763,0.288261671217214,496001363,0.386281564285319,0.232749999999992,0.166249999999994,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2215,True,VISpm,517425614,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),0.261292245501016,511510753,False,0.261292245501016,1.0,0.237318566787057,0.819610169491525,175,1.30641310756867,0.319925979283589,2.24530147857538e-09,8.5590989804769e-123,0.149271565127057,0.0722523496016325,0.0954755935271067,9.20703411158697e-11,12.0860768516858,14.1061096471548,0.929531028717756,0.0,12.0,120.0,0.5,0.02,4.0,0.134658686631112,0.791769367962734,0.906104083216523,0.693000394541756,0.068837118932616,0.579906997195942,0.282808299761545,0.012664185098351,,,,,,,0.999999746533574,,,-0.928456879709164,0.521294767631106,0.62876510341258,0.281353894676347,496001363,0.2748351634265,0.29924999999999,0.232749999999992,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2217,True,VISpm,517425629,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),0.700854781043117,511510753,False,0.684123317328014,0.793204380360188,0.396986540940732,0.255966101694915,175,0.961805151099596,0.632477526757476,1.85471195770362e-10,8.22504491882372e-10,0.102533483828231,0.830040075156177,0.549552397162735,2.43912509593484e-79,8.46279567616681,1.01951732754707,1.8198244330287,90.0,20.0,90.0,0.25,0.02,2.0,0.0314849888276504,0.315761907003261,0.488581643039309,0.398528620771085,0.0595371135054923,0.186091363049901,0.0714821466087685,0.0930929220765741,,11.1708277455391,,,83.6191242559854,18.6132957588611,0.999999999996422,,,0.927472959897299,-0.115814611085553,0.195815516276275,0.3749195449352,496001363,0.287239545981378,0.232749999999992,0.232749999999992,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2219,True,VISpm,517425659,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),,511510753,False,1.0,1.0,0.438083564184302,0.640338983050847,175,,0.274898565528484,0.391071805262754,9.14809965853002e-238,0.313145681451473,0.0501715968785177,0.136391235321284,6.37972884422049e-10,0.268023979663849,58.8275196743012,3.6437441746681,,22.0,150.0,0.75,0.32,,0.0257661346912826,0.0147412671292899,0.0140145194374538,0.00886503872637738,-0.00200950259128785,0.0699978790770463,0.738427053057986,0.0537139130094319,,,,,,,0.999999786840161,,,1.32615053697467,0.42708533594497,-0.734895122649751,0.204730721786307,496001363,0.300242106968716,0.199499999999993,0.199499999999993,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2221,True,VISpm,517425747,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),0.537130131862961,511510753,False,0.558518998811775,0.905888554139433,0.510207605544704,0.576745762711864,175,,,4.83965466553004e-06,1.30219687863455e-10,0.377666128742746,0.010264938067277,0.624145018436884,4.79443660680249e-08,1.46866148337722,9.26213244974613,0.978478783019343,45.0,103.0,30.0,0.75,0.08,2.0,0.0264028292532363,0.784442854371215,0.501032443445272,0.528302774966561,0.17799376455435,0.203273496214963,0.0893193636665731,0.0106939838694142,,,,,,,0.999999999944065,,,0.433577181422831,0.934868740463622,-0.328364072490486,0.23392861391642,496001363,0.357798642244052,0.29924999999999,0.166249999999994,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2222,True,VISpm,517425751,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),,511510753,False,1.0,1.0,0.853264406840673,0.407881355932203,175,,,0.00244548793049735,0.000560659497530045,0.261832122448533,0.461869651465848,0.206775066386496,4.04806215587836e-17,5.41941338231166,8.62909901014413,4.98589364545686,45.0,49.0,90.0,0.25,0.08,8.0,-0.0204501228422551,0.0120809528583326,0.0445811260736902,0.00514709530564024,0.0103671039706334,0.0343651572183132,0.00541948135203998,0.005170236394668,,28.1857120093889,,,71.9786115004524,32.4937438658113,0.999725007818032,,,-1.2079753511811,0.643644695459791,1.01383710230188,0.19359247873588,496001363,0.320208194451763,0.0997499999999967,0.0664999999999978,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2245,True,VISpm,517426010,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),0.829236819608791,511510753,False,0.714667620040266,0.687219778400135,0.436123254743902,0.62628813559322,175,0.884582059587581,0.631372762737382,1.74811855523442e-29,9.08518075871506e-18,0.000950951797090135,0.0102804764681465,0.0063115395089602,1.1339160633915e-83,18.9158157229424,7.44082000462338,17.530787318324,45.0,51.0,150.0,0.0,0.16,15.0,0.156551538703069,0.017689453571724,0.0340658884373539,0.00682975449450762,0.0236611718377196,0.000988439747843889,0.0481075937814711,0.264528673198728,,,,,,,0.999973107070985,,,0.995449582723646,0.976843971625765,0.711501670592259,0.345697719302901,496001363,0.436928205881378,0.232749999999992,0.232749999999992,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2248,True,VISpm,517426050,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),,511510753,False,0.479529530259356,0.7562983953127,0.269143245350737,0.35971186440678,175,,,0.763900425106702,0.00351398857575599,0.28014781092057,0.492272461293928,0.301394973711665,0.159553937625375,10.493145686388,7.79458950983593,3.73420312911596,,99.0,,,,,0.00956689185323479,0.0187999253251516,0.0163097796945344,0.0182038274017771,0.0118311395979245,-0.00760859547056915,0.0358101848051226,-0.00647988383739325,,,,,,,0.999999992174547,,,0.811688308575341,0.773240286047122,-1.02332741941459,0.148083896707934,496001363,0.284545878501723,0.398999999999987,,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2249,True,VISpm,517426079,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),,511510753,False,1.0,1.0,0.775823835717029,0.587322033898305,175,,1.4024925220356,0.0380569838371914,3.07423028140144e-57,0.182385045443881,0.278418887021379,0.00909519271605449,1.55002883801146e-09,0.47293514162302,28.4165131047368,8.34322962485254,270.0,28.0,90.0,0.25,0.02,2.0,0.019072745525006,0.0300603537405692,0.0410268913706507,0.0256642054005293,0.259789175925367,0.0749935356493609,0.269518192550965,0.0633398433306909,69.8131821054276,,50.0839751936179,27.8892656944278,,,0.999999835188201,,,-1.52473259024901,0.303793625066641,-1.07443276801143,0.287633551692234,496001363,0.335241932192992,0.29924999999999,0.29924999999999,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2251,True,VISpm,517426143,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),0.846683605033071,511510753,False,0.358925675420057,0.150065766471888,0.780726192714096,0.292237288135593,175,0.330930756396487,0.984156935786314,9.08723947589178e-06,0.0263701253480812,0.959722247823684,0.198108962832287,0.297367160553706,4.02123139374837e-07,15.0029739737511,1.57229267887771,4.11808276882706,0.0,13.0,120.0,0.5,0.04,1.0,0.0167560859868602,-0.00347956858035915,0.0202155994723035,0.0142104275706753,0.0759788115752195,0.00573650154177472,0.00534823647547104,0.023562125631574,,,,,,,0.999998146723234,,,0.0560536097533054,0.991914091495102,0.924871141990591,0.178153856678644,496001363,0.300900601270487,0.365749999999988,0.365749999999988,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2252,True,VISpm,517426146,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),,511510753,False,0.316925557801657,0.32252981666533,0.407484178502953,0.41493220338983,175,,0.414037560153123,0.345571716040145,9.26694138109519e-08,0.00329143479142145,0.0153189126674884,0.0676804425914797,1.35405067502397e-08,0.824955117205779,2.38356494382024,1.60749096319079,,55.0,120.0,0.0,0.02,,0.0312928167102515,0.487768544262045,0.166110305306996,0.260607231773481,-0.00296781692816349,0.131587038015204,0.0315999534597562,0.0754943862267844,,,,,,,0.999999999996651,,,1.71261548665117,-0.924845636750742,0.582234887477453,0.29920438556654,496001363,0.316925018554491,0.199499999999993,0.232749999999992,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2253,True,VISpm,517426149,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),0.130261477475139,511510753,False,0.0445034787067967,0.614627226679184,0.94643538305345,0.499915254237288,175,1.2659578907614,1.51266027376735,5.22406694667642e-05,0.00882574528704646,0.531046057921183,0.342642380821995,0.739181535903243,0.0016805430401946,2.61172398924828,3.63611977905035,6.08142737390435,180.0,12.0,60.0,0.25,0.16,15.0,0.0515618226811274,0.0112193017479285,0.0189503525552519,0.0436684955471081,0.00446724223016144,0.0400121809035559,-0.00960902817657803,0.00203024295228249,,10.5245363220861,,,74.5057677637233,32.4970971585652,0.999483756033487,,,-0.226305569813676,0.975861477345375,-0.399599254317099,0.181720330724529,496001363,0.395407358083738,0.232749999999992,0.232749999999992,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
2254,True,VISpm,517426156,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),,511510753,False,1.0,1.0,0.580048394952221,0.105118644067797,175,,,0.177562521616785,0.0869040172829347,0.0775286098809109,0.749417034687041,0.289531502951064,0.687492854485591,2.65978097667297,1.20044000335038,4.27461843646597,,,,,,,-0.00432689435022187,0.0408700388822926,0.0531251194192952,0.03206717026059,-0.0112626639355481,0.0053826734175357,0.00188700329738744,-0.00484454745191358,,,,,,,0.999972430566722,,,-1.49958644172876,-0.304714016829468,0.92749063776905,0.216756226050643,496001363,0.31697165101989,,,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
29144,True,VISpm,588378718,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),,511510753,False,0.672505719347623,0.939816075017316,0.903585949722212,0.759101694915254,175,,1.39345650358469,0.945106253777334,2.0161330877152e-114,0.455860003875856,0.000636614613445639,0.188131751775796,0.0349317288086974,0.674229914122926,27.9534998794366,6.26242639459273,,117.0,120.0,0.75,0.32,,-0.00888959529746455,0.00783303109420841,0.00559125050814144,0.0109841447827885,-0.0064950524072429,0.0103862443739717,0.389492323944829,-0.00319849128105962,,,,,,,0.999999931962043,,,-0.791218877025687,0.877549017907121,0.963445331222438,0.202901850389335,496001363,0.397843823063997,0.232749999999992,,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
29145,True,VISpm,588378739,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),,511510753,False,1.0,1.0,0.716325536188641,0.811983050847458,175,,1.04250521913418,0.0682575736415427,1.2475476729351e-226,0.40371575257779,0.00389281147188657,0.104157245971262,3.04376225206818e-15,5.22185251216094,84.1959775304794,7.04853175398038,,13.0,30.0,0.0,0.02,,-0.000177064324526309,0.00632888690237363,0.0538351317440329,0.0449117795586741,0.0235433308171989,0.0138051841624257,0.715120440221344,0.0945672525151263,,11.3291137775272,,,41.6050903860998,18.567859161596,0.999632597765727,,,-0.854724634432939,0.494102978881643,0.890542469524037,0.272842971637251,496001363,0.329558663036425,0.29924999999999,0.29924999999999,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
29151,True,VISpm,588379086,Cux2-CreERT2/wt;Camk2a-tTA/wt;Ai93(TITL-GCaMP6f)/Ai93(TITL-GCaMP6f),,511510753,False,1.0,1.0,0.397249257846403,0.617847457627119,175,,1.97842435571766,0.148943007745278,3.8917812502923e-95,0.322111369580508,0.000510751728236721,0.0375639717504136,1.51556807608939e-05,1.19482061161349,18.6542349696159,2.77448019074897,,53.0,60.0,0.5,0.08,,0.0245964029958362,-0.00792725879919715,0.00685567452936621,0.0262686939915865,0.0927332197397264,0.00690984277100037,0.209596225879578,-0.00587077954878024,,,,,,,0.999999512913825,,,0.798787828597071,0.542945591437688,0.67817917555117,0.210441520610417,496001363,0.180283054303126,0.166249999999994,0.0332499999999989,177839004,Cux2-CreERT2,177837320.0,Camk2a-tTA,265943423,Ai93(TITL-GCaMP6f)
